options,Record Count
"KRELL 사운드 + 서라운드뷰 모니터
140.0만원",990
무사고,986
"드라이브 와이즈 
85.0만원",985
"듀얼 선루프
83.0만원",983
"IT 컨비니언스 패키지 
30.0만원",982
"인포테인먼트 패키지 
147.0만원",982
"8인치 스마트 내비게이션(블루링크2.0) + 외장앰프(서브우퍼, 센터스피커 포함) + 클러스터 하우징 가죽감싸기
142.0만원",979
"하이패스 시스템(ETCS) & 전자식 룸미러(ECM)
25.0만원",978
"내비게이션 패키지 II 
144.0만원",973
"스타일2 
28.0만원",963
"스타일 UP 
85.0만원",962
"컨비니언스 패키지Ⅰ 
75.0만원",962
"235/45R18 타이어 & 18인치 알로이 휠
25.0만원",962
"내비게이션 
106.0만원",956
"파노라마 선루프
107.0만원",956
"하이테크 
118.0만원",956
"커튼에어백
32.0만원",955
"컴포트 
55.0만원",951
"템퍼러리 스페어 타이어
0원",950
"익스테리어 패키지 
75.0만원",950
"스마트 내비게이션 (7인치, 후방카메라) 
80.0만원",948
"퍼포먼스 썸머 타이어(19인치 콘티넨탈)
50.0만원",948
"블랙박스 , 휠튜닝(정품) ,",947
"드라이빙 세이프티 PACK 
240.0만원",947
"3열시트(7인승) + 후석에어컨 & 히터컨트롤 + 소화기
64.0만원",946
"파노라마 선루프
108.0만원",945
"T2C(Tablet to Car) 태블릿 내비게이션
10.0만원",944
"LTZ+ Convenience Package 
50.0만원",941
"7"" AVN 시스템 
55.0만원",940
"스마트 크롬 패키지 
58.0만원",940
"컴포트 1 
59.0만원",938
"스노우화이트 펄 
8.0만원",935
"뒷좌석 듀얼모니터 (뒷좌석 충전/데이터 리딩 USB 단자)
250.0만원",931
"HID 헤드램프
50.0만원",928
"세이프티 선루프
46.0만원",926
"프리미엄 패키지 
105.0만원",926
"스마트 
111.0만원",925
"내비게이션(6.5인치, 후방카메라) & JBL사운드시스템(8스피커, 외장앰프) & 전자식 룸미러(ECM) & 자동요금징수시스템(ETCS) 
106.0만원",925
"컴포트 2 
54.0만원",925
"내비게이션(7인치,후방카메라)
85.0만원",924
"Luxury Seat Pack 
70.0만원",923
"현대 스마트 센스 패키지 I 
59.0만원",923
"와이드 파노라마 선루프 (LED 룸램프 포함) 
115.0만원",922
"내비게이션 UVO2.0 + JBL사운드 시스템 (10스피커, 외장앰프) + 어라운드 뷰 모니터링 시스템
221.0만원",922
"세이프티썬루프
49.0만원",919
"컨비니언스 패키지 
30.0만원",911
"D컷 핸들 ,",908
"프리 세이프티 패키지 
90.0만원",903
"와이드 파노라마 썬루프(블랙유광 루프랙 포함)
111.0만원",902
"3피스 타입 파노라마 썬루프(전동 롤 블라인드) 
120.0만원",900
"쉐보레 인포테인먼트 시스템 
55.0만원",899
"스마트 후측방 경보시스템(BSD)
39.0만원",897
"블랙박스 , 버튼 시동키 , 인치업(19인치) ,",896
"가죽시트(센터콘솔 슬라이딩 암레스트)
60.0만원",894
"브레이크 튜닝 , 스포츠 페달 ,",894
"앞좌석 통풍시트
40.0만원",891
"Convenience Pack 
50.0만원",891
"컨비니언스 패키지 
95.0만원",891
"8인치 신형 스마트 내비게이션(블루링크 2.0 서비스 지원) + ACTUNE 프리미엄 사운드 시스템 + 후방 주차 가이드 시스템(PGS)
145.0만원",891
완전무사고,888
"드라이브 와이즈 II 
180.0만원",888
"17"" 글로시 블랙 투톤 알로이 휠 & 205/55R 17 타이어
20.0만원",886
"8인치 프리미엄 와이드 내비게이션 + 디멘션 하이엔드 사운드 시스템(12ch)
225.0만원",885
"Convenience Pack 
70.0만원",884
"세이프티 썬루프
46.0만원",883
"컨비니언스 
59.0만원",880
"듀얼 선루프 (LED 룸램프포함)
85.0만원",879
"선루프 
50.0만원",876
"파노라마 선루프
89.0만원",875
"와이드 파노라마 썬루프
111.0만원",873
"3열 시트 (7인승) + 리어에어컨 (3열) + 2열 시트리모트 폴딩 + 소화기 + USB 충전단자
65.0만원",872
"내비게이션 UVO2.0(8인치,후방카메라)+ JBL사운드 시스템 (10스피커, 외장앰프)+ 어라운드 뷰 모니터링 시스템
225.0만원",871
"18"" 타이어&다이아몬드 컷팅 휠
30.0만원",869
"8인치 스마트 내비게이션(블루링크 서비스 지원) + ACTUNE 프리미엄 사운드 시스템 + 후방 주차 가이드 시스템(PGS)
160.0만원",867
"8인치 스마트 내비게이션 + 블루링크(텔레매틱스) + JBL 프리미엄 사운드 시스템(8스피커) + CDP(센터 콘솔 위치)
103.0만원",866
"인텔리전트 내비게이션 + 히든 후방카메라
110.0만원",864
"와이드 파노라마 선루프 (LED 룸램프 포함)
105.0만원",864
"245/45(앞) & 275/40(뒤) 컨티넨탈 타이어 & 크롬 알루미늄 휠
130.0만원",863
"7인치 스마트 내비게이션 + 조향연동 후방카메라
83.0만원",862
"마이링크 & 세이프티 패키지 
70.0만원",861
"드라이빙 어시스트 패키지 II 
260.0만원",861
"내비게이션 (7인치, 후방카메라) & 휴대폰 무선충전시스템
90.0만원",858
"선루프 
44.0만원",856
"하이패스(ETCS) + 전자식 룸미러(ECM) ※ INTENS의 경우 하이패스 전용 ECM으로 대체
20.0만원",856
"스마트 드라이빙 팩 
160.0만원",854
"컴포트 III 
69.0만원",852
"오디오 마이너스 옵션
-30.0만원",850
"내비게이션
110.0만원",850
"드라이브 와이즈 II 
147.0만원",848
"스마트 내비게이션 + 후방카메라
85.0만원",848
"차체자세제어장치
40.0만원",843
"내비게이션 (7인치, 후방카메라) 
74.0만원",841
"내비게이션 UVO 2.0 (8인치, 후방카메라) + 서라운드 뷰 모니터 + JBL사운드시스템 (8스피커, 외장앰프)
149.0만원",841
"익스테리어 패키지 
90.0만원",841
"리무진 시트 ,",839
"8인치 스마트 내비게이션(블루링크2.0) + 외장앰프 (서브우퍼, 센터스피커 포함) + 클러스터 하우징 가죽감싸기
145.0만원",838
"와이드 파노라마 썬루프 (블랙 유광 루프랙 포함)
114.0만원",835
"235/55R19타이어 & 크롬 스퍼터링 알로이 휠 제외시 (235/60R18타이어 & 럭셔리 알로이 휠 대체)
-35.0만원",834
"LED 실내등 , 블랙박스 ,",830
"프리미엄 시트 패키지 III 
49.0만원",825
"데크탑_풀탑
99.0만원",825
"전복감지 커튼&사이드 에어백
68.0만원",824
"컨비니언스 패키지Ⅱ 
120.0만원",824
"스마트 i 네비게이션 Ⅱ 
107.0만원",822
"인조가죽시트 + 1열 열선시트
34.0만원",819
"드라이버 어시스턴스 패키지 
109.0만원",819
"전동접이식 아웃사이드 미러(히팅 기능) + 안개등
15.0만원",817
"225/45 R18 미쉐린 타이어 & 알로이 휠
29.0만원",816
"세이프티썬루프
50.0만원",815
"컨비니언스 
58.0만원",814
"썬루프
45.0만원",814
"액츄얼 내비게이션(후방카메라 포함,7인치)
145.0만원",813
"9.2인치 HD 스마트 미러링내비게이션 
120.0만원",813
"시그니쳐 디자인 셀렉션 
196.0만원",810
"컨비니언스 패키지 
93.0만원",809
"드라이빙 세이프티 PACK 
167.0만원",809
"블루링크 패키지 
115.0만원",807
"선루프
50.0만원",806
"스마트 커넥트Ⅱ(T map 내비게이션) + 이지 파킹 + 블랙 샤크 안테나 
35.0만원",803
"플러스 패키지 III 
120.0만원",803
"3열시트(7인승) + 리어에어컨
65.0만원",799
"차체자세 제어장치(VDC) 
51.0만원",796
"컴포트 패키지Ⅲ 
95.0만원",796
"현대 스마트 센스 II 
59.0만원",794
"스타일 
40.0만원",792
"전자식 파킹 브레이크(E-PKB) + LED 리어 콤비네이션 램프 + 후방 안개등
35.0만원",791
"내비게이션 UVO2.0(8인치,후방카메라) + JBL사운드 시스템 (10스피커, 외장앰프) + 어라운드 뷰 모니터링 시스템
225.0만원",791
"피버 패키지Ⅱ 
130.0만원",790
"S-Link 패키지 II 
108.0만원",786
"컨비니언스 2 
50.0만원",785
"선루프 
43.0만원",783
"내비게이션(7인치, 후방 카메라)
90.0만원",782
"3피스 타입 파노라마 썬루프(전동 롤 블라인드) 
100.0만원",781
"라이팅 패키지 
60.0만원",780
"4단자동변속기 & 후드인슐레이션
137.0만원",780
"Intelligent DMB Navigation
154.0만원",779
"컴포트 패키지 
70.0만원",779
"컴포트 패키지 
90.0만원",779
"7"" AVN 시스템
54.0만원",778
"컴포트 
65.0만원",778
"프리미엄 
95.0만원",776
"드라이빙 세이프티 PACK 
178.0만원",775
"내비게이션 (7인치, 후방 카메라)
70.0만원",773
"컨비니언스 패키지Ⅰ 
98.0만원",773
"세이프티 썬루프
49.0만원",772
"배기 ,",768
"파노라마 썬루프 
115.0만원",768
"전자동 선루프(원터치 세이프티 기능 포함)
55.0만원",767
"상시 4WD 시스템
39.0만원",766
"스마트 드라이빙 패키지 
60.0만원",765
"내비게이션 UVO 2.0 (8인치, 후방카메라) + 어라운드뷰 모니터링 시스템(AVM) + JBL사운드시스템 (8스피커, 외장앰프)
149.0만원",765
"인조가죽시트 + 1열 열선시트
35.0만원",764
"드라이빙 세이프티 패키지 
200.0만원",763
"LED 라이팅 패키지Ⅰ 
75.0만원",761
"18"" 하이퍼실버 휠
20.0만원",760
"어라운드 뷰 모니터링 시스템(AVM)
90.0만원",755
"195/65R15 타이어 & 15인치 알로이 휠
30.0만원",755
"7인치 스마트 내비게이션(CDP 미적용) + 오토라이트 컨트롤
80.0만원",752
"스마트 내비게이션 (8인치, 후방카메라)
65.0만원",751
"내비게이션 UVO2.0+ JBL사운드 시스템 (10스피커, 외장앰프)+ 어라운드 뷰 모니터링 시스템
221.0만원",747
"썬루프 패키지 
48.0만원",746
"시트 패키지 I 
60.0만원",746
"S-Link 패키지 I 
110.0만원",745
차주인 제가 직접 판매 하는 차량이므로 방문 판매 가능 합니다,744
"스포일러 , LED 브레이크등 , 블랙박스 , 버튼 시동키 ,",741
"버튼 시동키 , 휠튜닝(정품) ,",739
"DIS 내비게이션 UVO 2.0+어라운드뷰 모니터링 시스템 
297.0만원",738
"4단 자동 변속기(스텝게이트 타입) 
130.0만원",738
"스타일링 패키지 
100.0만원",731
"4단 자동 변속기(경제 운전 안내 시스템 + 운전석 암레스트 + 풋 레스트 포함)
130.0만원",730
"8인치 신형 스마트 내비게이션+후방카메라
90.0만원",728
"전자동 선루프
60.0만원",726
"운전석 & 동승석 통풍시트(3단조절)
40.0만원",726
"프리미엄 컬렉션 
320.0만원",723
"175/50 R15 타이어 & 블랙 럭셔리 알로이 휠
30.0만원",723
"컨비니언스2 
30.0만원",720
"7인치 스마트 내비게이션 + 후방카메라 + 외장앰프/서브우퍼
110.0만원",720
"4단 자동변속기 (경제운전 안내시스템 포함)
130.0만원",719
"드라이버 패키지 
69.0만원",718
"전자식 룸미러(ECM)+자동요금징수 시스템(ETCS)
25.0만원",717
"Intelligent DMB 내비게이션
120.0만원",715
"견인 장치 ,",713
"스마트 커넥트(T map 내비게이션) 
104.0만원",712
"ETCS+ ECM룸미러 
25.0만원",712
"컴포트 패키지Ⅱ 
15.0만원",710
"서라운드 뷰 모니터
80.0만원",709
"8인치 스마트 내비게이션(블루링크 2.0) + 조향연동 후방카메라 + JBL 프리미엄 사운드 시스템(8스피커)
157.0만원",707
"JBL 사운드 패키지 
85.0만원",707
"드라이빙 어시스턴스 패키지 
69.0만원",707
"7인치 스마트 내비게이션 + 조향연동 후방카메라 + 오토라이트 컨트롤 + 블루투스 핸즈프리
93.0만원",705
"차동기어 잠금장치 
26.0만원",705
"사이드 에어백
30.0만원",705
"프리미엄 패키지 I 
100.0만원",704
"인포테인먼트 패키지 
140.0만원",704
"18"" 타이어&다이아몬드 커팅휠 
40.0만원",703
"내비게이션 UVO+어라운드 뷰 모니터링시스템
221.0만원",702
"스마트 테일게이트 + 러기지스크린
50.0만원",701
"익스테리어 패키지 
85.0만원",700
"Intelligent DMB 내비게이션 + 디멘션 하이엔드 사운드 시스템(12ch)
151.0만원",700
"컴포트 Ⅲ 
70.0만원",700
"스마트 파워 테일 게이트
49.0만원",699
"퍼스트 클래스 VIP 시트 
314.0만원",698
"패밀리 
30.0만원",696
"8인치 프리미엄 와이드 내비게이션 + 전방 카메라 + 후방 주차 가이드 시스템(PGS)
210.0만원",694
"주차조향 보조시스템(SPAS)
30.0만원",694
"후측방 경보 시스템+슈퍼비전클러스터(7인치 칼라 TFT LCD)
128.0만원",692
"내비게이션 UVO (8인치, 후방카메라)& JBL 사운드 시스템 (8스피커, 외장앰프) & 휴대폰 무선충전시스템
167.0만원",692
"3열 시트 (7인승) + 리어에어컨 (3열)+ 2열 시트리모트 폴딩 + 소화기
64.0만원",691
"아트컬렉션 
20.0만원",691
"드라이브 와이즈 
105.0만원",691
"리무진 시트 , 블랙박스 ,",690
"KRELL 프리미엄 사운드 PACK( UVO 2.0 포함) 
115.0만원",689
"스타일 2 
85.0만원",689
"퍼스트 클래스 VIP 시트 
356.0만원",689
"내비게이션(6.5인치, 후방카메라) & 자동요금징수시스템(ETCS) 
110.0만원",688
"스타일 패키지Ⅱ 
80.0만원",688
"블랙박스 , 풀옵션",687
"내비게이션(7인치, 후방카메라)
90.0만원",686
"스타일 패키지 
45.0만원",686
"드라이빙 어시스트 패키지 II 
80.0만원",684
"드라이브 와이즈Ⅱ 
150.0만원",683
"8인치 신형 스마트 내비게이션(블루링크 2.0 서비스 지원) +ACTUNE 프리미엄 사운드 시스템 + 후방 주차 가이드 시스템(PGS)
145.0만원",679
"파노라마 선루프 + LED 실내등
113.0만원",678
"드라이빙 어시스트 패키지 II 
255.0만원",677
"퍼포먼스 패키지 
196.0만원",676
"드라이빙 어시스트 패키지 II 
70.0만원",674
"드라이빙 어시스트 패키지 II 
170.0만원",673
"White Pearl(백진주색)
15.0만원",673
"전동식 선루프
42.0만원",672
"DIS 내비게이션 UVO 2.0+어라운드뷰 모니터링 시스템 
292.0만원",671
"AVM 패키지Ⅲ 
137.0만원",670
"컴포트 패키지 
49.0만원",669
"HID헤드램프
41.0만원",669
"(8인치) 스마트 내비게이션(블루링크 2.0 서비스 지원) + JBL 사운드 시스템 + 어라운드 뷰 모니터링 시스템(AVM)
145.0만원",669
"컨비니언스 패키지 
85.0만원",668
"하이패스(ETCS) / 전자식 룸미러(ECM)
20.0만원",667
"운전석 통풍시트 + 전자식 룸미러(ECM) & 자동요금 징수 시스템(ETCS)
45.0만원",664
"HID헤드램프
40.0만원",664
"내비게이션(8인치,후방카메라)+Actune 프리미엄 사운드 시스템 (10스피커, 외장앰프)
135.0만원",664
"어라운드 뷰 모니터링 시스템(AVM)
88.0만원",664
"버킷시트 , LED 실내등 , LED 브레이크등 , 버튼 시동키 ,",663
"DIS (운전자 통합정보 시스템)
410.0만원",663
"HID헤드램프
50.0만원",663
"컴포트 
30.0만원",661
"세이프티 파노라마 선루프
90.0만원",661
"LED 실내등 , LED 브레이크등 , 블랙박스 , 버튼 시동키 , 무선원격 시동키 ,",660
"225/55R18 타이어 & 알로이 휠
25.0만원",658
"액츄얼 내비게이션 
100.0만원",655
"프리미엄 시트 패키지 III 
50.0만원",654
"내비게이션(8인치,후방카메라)+Actune 프리미엄 사운드 시스템 10스피커(외장앰프)
135.0만원",653
"8인치 스마트 내비게이션(블루링크 2.0) + 조향연동 후방카메라 + 외장엠프 / 서브우퍼(7스피커) + ECM 룸미러(하이패스 + ECM 룸미러 선택 시)
145.0만원",653
"스마트 내비게이션(7인치)
55.0만원",652
"245/45 R19(앞) & 275/40 R19(뒤) 타이어 & 크롬 알루미늄 휠
100.0만원",652
"스타일 UP 플러스 
98.0만원",651
"드라이버 어시스턴스 패키지 
108.0만원",649
"스타일링 패키지 
90.0만원",649
"머플러 ,",648
"인포테인먼트 패키지 
85.0만원",646
"프리미엄 패키지 
103.0만원",645
"드라이버 패키지 
68.0만원",645
"전동식 사이드스텝
100.0만원",644
"내비게이션UVO 2.0 (8인치, 후방카메라 포함) & 7스피커(외장앰프)
133.0만원",643
"LED 라이팅 패키지 II 
60.0만원",643
"차동기어 잠금장치(험로 탈출장치, LD)
30.0만원",639
"드라이빙 어시스트 패키지 II 
69.0만원",638
"DIS (운전자 통합정보 시스템)
370.0만원",638
"8인치 스마트 내비게이션+ACTUNE 사운드 시스템 
104.0만원",638
"어드밴스드 스마트 크루즈 컨트롤 (ASCC)
150.0만원",637
